Дата,Корпус,Кол-во активных квартир
2023-07-15,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 8",4
2023-07-15,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",6
2023-07-15,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",54
2023-07-15,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",47
2023-07-15,"ул. Валентины Трофимовой, д. 12, подъезд 1",42
2023-07-15,"ул. Валентины Трофимовой, д. 12, подъезд 2",28
2023-07-15,"ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3), подъезд 1",4
2023-07-15,"ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3), подъезд 2",3
2023-07-15,"ул. Валентины Трофимовой, д. 8, подъезд 1",60
2023-07-15,"ул. Валентины Трофимовой, д. 8, подъезд 2",49
2023-07-15,"ул. Монтажников 36, (ГП-4.7), подъезд 1",26
2023-07-15,"ул. Монтажников, д. 38, подъезд 1",34
2023-07-15,"ул. Монтажников, д. 38, подъезд 2",19
2023-07-15,"ул. Монтажников, д. 38, подъезд 3",41
2023-07-15,"ул. Монтажников, д. 40, подъезд 1",65
2023-07-15,"ул. Монтажников, д. 40, подъезд 2",63
2023-07-15,"ул. Монтажников, д. 40, подъезд 3",68
2023-07-15,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",2
2023-07-15,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 2",1
2023-07-15,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 1",2
2023-07-15,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",3
2023-07-16,"ул. Александра Митинского, д.  6, (ГП-3.1), подъезд 4",1
2023-07-16,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 4",9
2023-07-16,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 5",7
2023-07-16,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 7",8
2023-07-16,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 8",4
2023-07-16,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",6
2023-07-16,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",54
2023-07-16,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",47
2023-07-16,"ул. Валентины Трофимовой, д. 12, подъезд 1",42
2023-07-16,"ул. Валентины Трофимовой, д. 12, подъезд 2",28
2023-07-16,"ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3), подъезд 1",4
2023-07-16,"ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3), подъезд 2",3
2023-07-16,"ул. Валентины Трофимовой, д. 8, подъезд 1",60
2023-07-16,"ул. Валентины Трофимовой, д. 8, подъезд 2",49
2023-07-16,"ул. Монтажников 36, (ГП-4.7), подъезд 1",26
2023-07-16,"ул. Монтажников, д. 38, подъезд 1",34
2023-07-16,"ул. Монтажников, д. 38, подъезд 2",19
2023-07-16,"ул. Монтажников, д. 38, подъезд 3",41
2023-07-16,"ул. Монтажников, д. 40, подъезд 1",65
2023-07-16,"ул. Монтажников, д. 40, подъезд 2",63
2023-07-16,"ул. Монтажников, д. 40, подъезд 3",68
2023-07-16,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",2
2023-07-16,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 2",1
2023-07-16,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 1",2
2023-07-16,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",3
2023-07-17,"ул. Александра Митинского, д.  6, (ГП-3.1), подъезд 4",1
2023-07-17,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 4",9
2023-07-17,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 5",7
2023-07-17,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 7",8
2023-07-17,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 8",4
2023-07-17,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",6
2023-07-17,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",54
2023-07-17,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",47
2023-07-17,"ул. Валентины Трофимовой, д. 12, подъезд 1",42
2023-07-17,"ул. Валентины Трофимовой, д. 12, подъезд 2",28
2023-07-17,"ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3), подъезд 1",4
2023-07-17,"ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3), подъезд 2",3
2023-07-17,"ул. Валентины Трофимовой, д. 8, подъезд 1",60
2023-07-17,"ул. Валентины Трофимовой, д. 8, подъезд 2",49
2023-07-17,"ул. Монтажников 36, (ГП-4.7), подъезд 1",26
2023-07-17,"ул. Монтажников, д. 38, подъезд 1",34
2023-07-17,"ул. Монтажников, д. 38, подъезд 2",19
2023-07-17,"ул. Монтажников, д. 38, подъезд 3",41
2023-07-17,"ул. Монтажников, д. 40, подъезд 1",65
2023-07-17,"ул. Монтажников, д. 40, подъезд 2",63
2023-07-17,"ул. Монтажников, д. 40, подъезд 3",68
2023-07-17,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",2
2023-07-17,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 2",1
2023-07-17,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 1",2
2023-07-17,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",3
2023-07-18,"ул. Александра Митинского, д.  6, (ГП-3.1), подъезд 4",1
2023-07-18,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 4",9
2023-07-18,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 5",7
2023-07-18,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 7",8
2023-07-18,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 8",4
2023-07-18,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",6
2023-07-18,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",54
2023-07-18,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",46
2023-07-18,"ул. Валентины Трофимовой, д. 12, подъезд 1",41
2023-07-18,"ул. Валентины Трофимовой, д. 12, подъезд 2",28
2023-07-18,"ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3), подъезд 1",3
2023-07-18,"ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3), подъезд 2",3
2023-07-18,"ул. Валентины Трофимовой, д. 8, подъезд 1",60
2023-07-18,"ул. Валентины Трофимовой, д. 8, подъезд 2",48
2023-07-18,"ул. Монтажников 36, (ГП-4.7), подъезд 1",26
2023-07-18,"ул. Монтажников, д. 38, подъезд 1",34
2023-07-18,"ул. Монтажников, д. 38, подъезд 2",19
2023-07-18,"ул. Монтажников, д. 38, подъезд 3",41
2023-07-18,"ул. Монтажников, д. 40, подъезд 1",65
2023-07-18,"ул. Монтажников, д. 40, подъезд 2",62
2023-07-18,"ул. Монтажников, д. 40, подъезд 3",68
2023-07-18,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",2
2023-07-18,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 2",1
2023-07-18,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 1",2
2023-07-18,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",3
2023-07-19,"ул. Александра Митинского, д.  6, (ГП-3.1), подъезд 4",1
2023-07-19,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 4",9
2023-07-19,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 5",7
2023-07-19,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 7",7
2023-07-19,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 8",4
2023-07-19,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",6
2023-07-19,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",54
2023-07-19,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",46
2023-07-19,"ул. Валентины Трофимовой, д. 12, подъезд 1",41
2023-07-19,"ул. Валентины Трофимовой, д. 12, подъезд 2",27
2023-07-19,"ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3), подъезд 1",3
2023-07-19,"ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3), подъезд 2",2
2023-07-19,"ул. Валентины Трофимовой, д. 8, подъезд 1",60
2023-07-19,"ул. Валентины Трофимовой, д. 8, подъезд 2",48
2023-07-19,"ул. Монтажников 36, (ГП-4.7), подъезд 1",26
2023-07-19,"ул. Монтажников, д. 38, подъезд 1",33
2023-07-19,"ул. Монтажников, д. 38, подъезд 2",19
2023-07-19,"ул. Монтажников, д. 38, подъезд 3",41
2023-07-19,"ул. Монтажников, д. 40, подъезд 1",65
2023-07-19,"ул. Монтажников, д. 40, подъезд 2",62
2023-07-19,"ул. Монтажников, д. 40, подъезд 3",68
2023-07-19,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",2
2023-07-19,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 2",1
2023-07-19,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 1",2
2023-07-19,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",3
2023-07-20,"ул. Александра Митинского, д.  6, (ГП-3.1), подъезд 4",1
2023-07-20,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 4",9
2023-07-20,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 5",7
2023-07-20,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 7",7
2023-07-20,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 8",4
2023-07-20,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",6
2023-07-20,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",53
2023-07-20,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",44
2023-07-20,"ул. Валентины Трофимовой, д. 12, подъезд 1",41
2023-07-20,"ул. Валентины Трофимовой, д. 12, подъезд 2",27
2023-07-20,"ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3), подъезд 1",3
2023-07-20,"ул. Валентины Трофимовой, д. 2 корпус 1, (ГП-3.3), подъезд 2",2
2023-07-20,"ул. Валентины Трофимовой, д. 8, подъезд 1",54
2023-07-20,"ул. Валентины Трофимовой, д. 8, подъезд 2",43
